Dates,DayOfWeek,PdDistrict,Address,X,Y
12.02.2015,Thursday,PARK,1600 Block of HAIGHT ST,-122.4504526,37.76950326
12.02.2015,Thursday,INGLESIDE,3400 Block of MISSION ST,-122.422665,37.74141904
12.02.2015,Thursday,INGLESIDE,3400 Block of MISSION ST,-122.422665,37.74141904
12.02.2015,Thursday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806
12.02.2015,Thursday,BAYVIEW,22ND ST . ILLINOIS ST,-122.3873163,37.75800217
12.02.2015,Thursday,BAYVIEW,3RD ST . CHINABASIN ST,-122.3900272,37.77629979
12.02.2015,Thursday,INGLESIDE,200 Block of BLYTHDALE AV,-122.4205568,37.71089458
12.02.2015,Thursday,MISSION,2600 Block of MISSION ST,-122.4187383,37.75461724
12.02.2015,Thursday,INGLESIDE,CAYUGA AV . LYELL ST,-122.4313923,37.73101091
12.02.2015,Thursday,TARAVAL,CONSTANSO WY . SLOAT BL,-122.4888237,37.73412368
12.02.2015,Thursday,SOUTHERN,500 Block of 9TH ST,-122.4077021,37.77069679
12.02.2015,Thursday,NORTHERN,600 Block of EDDY ST,-122.418382,37.78325838
12.02.2015,Thursday,NORTHERN,600 Block of EDDY ST,-122.418382,37.78325838
12.02.2015,Thursday,NORTHERN,600 Block of EDDY ST,-122.418382,37.78325838
12.02.2015,Thursday,TENDERLOIN,HYDE ST . GOLDEN GATE AV,-122.4155082,37.78165428
12.02.2015,Thursday,TENDERLOIN,HYDE ST . GOLDEN GATE AV,-122.4155082,37.78165428
12.02.2015,Thursday,TENDERLOIN,HYDE ST . GOLDEN GATE AV,-122.4155082,37.78165428
12.02.2015,Thursday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.02.2015,Thursday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.02.2015,Thursday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.02.2015,Thursday,SOUTHERN,2ND ST . SOUTHPARK AV,-122.3928455,37.78245707
12.02.2015,Thursday,SOUTHERN,MAIN ST . MISSION ST,-122.3949435,37.79184247
12.02.2015,Thursday,SOUTHERN,GOLDEN GATE AV . TAYLOR ST,-122.4102935,37.78223059
12.02.2015,Thursday,SOUTHERN,400 Block of THE EMBARCADEROSOUTH ST,-122.3967085,37.79787289
12.02.2015,Thursday,NORTHERN,2400 Block of CHESTNUT ST,-122.4436861,37.79981546
12.02.2015,Thursday,SOUTHERN,100 Block of LANGTON ST,-122.4074709,37.77552042
12.02.2015,Thursday,CENTRAL,200 Block of THE EMBARCADERONORTH ST,-122.3967085,37.79787289
12.02.2015,Thursday,CENTRAL,200 Block of THE EMBARCADERONORTH ST,-122.3967085,37.79787289
12.02.2015,Thursday,SOUTHERN,HOWARD ST . 3RD ST,-122.4004736,37.78502906
12.02.2015,Thursday,NORTHERN,1400 Block of LOMBARD ST,-122.4254035,37.80131307
12.02.2015,Thursday,NORTHERN,1400 Block of LOMBARD ST,-122.4254035,37.80131307
12.02.2015,Thursday,INGLESIDE,200 Block of ARLETA AV,-122.4078738,37.71414339
12.02.2015,Thursday,BAYVIEW,1400 Block of PALOU AV,-122.3881589,37.73235369
12.02.2015,Thursday,SOUTHERN,1500 Block of MARKET ST,-122.4196667,37.77468233
12.02.2015,Thursday,BAYVIEW,2900 Block of JENNINGS ST,-122.3935161,37.72174758
12.02.2015,Thursday,PARK,100 Block of CARL ST,-122.452122,37.76557967
12.02.2015,Thursday,NORTHERN,2000 Block of FRANKLIN ST,-122.4245394,37.79330078
12.02.2015,Thursday,NORTHERN,POLK ST . AUSTIN ST,-122.4204025,37.78916438
12.02.2015,Thursday,TARAVAL,0 Block of FARALLONES ST,-122.4541184,37.7141452
12.02.2015,Thursday,MISSION,SAN JOSE AV . 22ND ST,-122.421436,37.75526705
12.02.2015,Thursday,NORTHERN,OFARRELL ST . VANNESS AV,-122.4211952,37.78475366
12.02.2015,Thursday,CENTRAL,300 Block of POST ST,-122.4075911,37.78834012
12.02.2015,Thursday,CENTRAL,0 Block of MONTGOMERY ST,-122.4021637,37.78957103
12.02.2015,Thursday,TENDERLOIN,TAYLOR ST . ELLIS ST,-122.4111419,37.78507362
12.02.2015,Thursday,TENDERLOIN,GOLDEN GATE AV . LEAVENWORTH ST,-122.4138696,37.78186219
12.02.2015,Thursday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
12.02.2015,Thursday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
12.02.2015,Thursday,TENDERLOIN,200 Block of TURK ST,-122.4132375,37.78284302
12.02.2015,Thursday,PARK,1100 Block of FELL ST,-122.4368026,37.77422132
12.02.2015,Thursday,SOUTHERN,1ST ST . HOWARD ST,-122.3960394,37.78853682
12.02.2015,Thursday,SOUTHERN,1ST ST . HOWARD ST,-122.3960394,37.78853682
12.02.2015,Thursday,SOUTHERN,1ST ST . HOWARD ST,-122.3960394,37.78853682
12.02.2015,Thursday,MISSION,2000 Block of MISSION ST,-122.4195204,37.76422894
12.02.2015,Thursday,MISSION,2000 Block of MISSION ST,-122.4195204,37.76422894
12.02.2015,Thursday,MISSION,2000 Block of MISSION ST,-122.4195204,37.76422894
12.02.2015,Thursday,CENTRAL,MASON ST . POST ST,-122.4100599,37.78808253
12.02.2015,Thursday,CENTRAL,400 Block of POST ST,-122.4092341,37.78813144
12.02.2015,Thursday,NORTHERN,2200 Block of JACKSON ST,-122.4320953,37.79272803
12.02.2015,Thursday,PARK,1000 Block of BAKER ST,-122.4418101,37.78086128
12.02.2015,Thursday,NORTHERN,VANNESS AV . CHESTNUT ST,-122.4247333,37.80227892
12.02.2015,Thursday,INGLESIDE,100 Block of NEVADA ST,-122.4113688,37.74060485
12.02.2015,Thursday,RICHMOND,700 Block of 3RD AV,-122.4606748,37.77475662
12.02.2015,Thursday,RICHMOND,700 Block of 3RD AV,-122.4606748,37.77475662
12.02.2015,Thursday,TARAVAL,1500 Block of 9TH AV,-122.466053,37.75935713
12.02.2015,Thursday,NORTHERN,0 Block of OLIVE ST,-122.4186411,37.78465957
12.02.2015,Thursday,INGLESIDE,GENEVA AV . SAN JOSE AV,-122.4466072,37.72072313
12.02.2015,Thursday,SOUTHERN,JONES ST . MCALLISTER ST,-122.4119795,37.78090397
12.02.2015,Thursday,SOUTHERN,0 Block of SOUTHPARK AV,-122.3930926,37.78233597
12.02.2015,Thursday,SOUTHERN,1000 Block of MARKET ST,-122.4110714,37.78175113
12.02.2015,Thursday,INGLESIDE,GENEVA AV . SAN JOSE AV,-122.4466072,37.72072313
12.02.2015,Thursday,NORTHERN,WALLER ST . BUCHANAN ST,-122.4269695,37.77159233
12.02.2015,Thursday,NORTHERN,WALLER ST . BUCHANAN ST,-122.4269695,37.77159233
12.02.2015,Thursday,CENTRAL,BUSH ST . GRANT AV,-122.4055754,37.79056413
12.02.2015,Thursday,PARK,15TH ST . NOE ST,-122.4332569,37.76586093
12.02.2015,Thursday,NORTHERN,1200 Block of TURK ST,-122.4288404,37.78097273
12.02.2015,Thursday,NORTHERN,1200 Block of TURK ST,-122.4288404,37.78097273
12.02.2015,Thursday,SOUTHERN,300 Block of BRYANT ST,-122.3909466,37.78515939
12.02.2015,Thursday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
12.02.2015,Thursday,RICHMOND,GEARY BL . 21ST AV,-122.4804521,37.78027905
12.02.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.02.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.02.2015,Thursday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
12.02.2015,Thursday,SOUTHERN,400 Block of 5TH ST,-122.400854,37.77816493
12.02.2015,Thursday,TENDERLOIN,HYDE ST . FULTON ST,-122.4151278,37.77978707
12.02.2015,Thursday,MISSION,1800 Block of MISSION ST,-122.4198329,37.76746253
12.02.2015,Thursday,PARK,0 Block of SHRADER ST,-122.4528398,37.77451454
12.02.2015,Thursday,NORTHERN,LARKIN ST . POST ST,-122.4182742,37.7870372
12.02.2015,Thursday,TARAVAL,1800 Block of VICENTE ST,-122.4856038,37.73882143
12.02.2015,Thursday,TARAVAL,1800 Block of VICENTE ST,-122.4856038,37.73882143
12.02.2015,Thursday,TARAVAL,1800 Block of VICENTE ST,-122.4856038,37.73882143
12.02.2015,Thursday,INGLESIDE,SANTOS ST . BROOKDALE AV,-122.4187669,37.71193369
12.02.2015,Thursday,PARK,1500 Block of HAIGHT ST,-122.4477611,37.76984649
12.02.2015,Thursday,NORTHERN,2100 Block of PINE ST,-122.4311845,37.78820745
12.02.2015,Thursday,INGLESIDE,100 Block of JOHNFSHELLEY DR,-122.4233046,37.72266945
12.02.2015,Thursday,SOUTHERN,600 Block of MARKET ST,-122.401655,37.78890489
12.02.2015,Thursday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4142178,37.78325933
12.02.2015,Thursday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4142178,37.78325933
12.02.2015,Thursday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4142178,37.78325933
12.02.2015,Thursday,INGLESIDE,2600 Block of BAY SHORE BL,-122.4053857,37.70864736
12.02.2015,Thursday,BAYVIEW,1100 Block of BURROWS ST,-122.4147781,37.72638971
12.02.2015,Thursday,PARK,HAYES ST . CENTRAL AV,-122.4444049,37.7741491
12.02.2015,Thursday,PARK,HAYES ST . CENTRAL AV,-122.4444049,37.7741491
12.02.2015,Thursday,PARK,HAYES ST . CENTRAL AV,-122.4444049,37.7741491
12.02.2015,Thursday,NORTHERN,GROVE ST . BUCHANAN ST,-122.4281042,37.7771775
12.02.2015,Thursday,INGLESIDE,200 Block of PORTOLA DR,-122.4442765,37.74849651
12.02.2015,Thursday,INGLESIDE,200 Block of PORTOLA DR,-122.4442765,37.74849651
12.02.2015,Thursday,CENTRAL,300 Block of POWELL ST,-122.4083843,37.78782711
12.02.2015,Thursday,CENTRAL,1200 Block of STOCKTON ST,-122.4084286,37.79703704
12.02.2015,Thursday,BAYVIEW,1200 Block of NEWHALL ST,-122.3914291,37.73662353
12.02.2015,Thursday,BAYVIEW,1200 Block of NEWHALL ST,-122.3914291,37.73662353
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
12.02.2015,Thursday,BAYVIEW,1600 Block of OAKDALE AV,-122.3914318,37.73528424
12.02.2015,Thursday,BAYVIEW,1600 Block of OAKDALE AV,-122.3914318,37.73528424
12.02.2015,Thursday,INGLESIDE,SAN JOSE AV . GENEVA AV,-122.4466072,37.72072313
12.02.2015,Thursday,INGLESIDE,SAN JOSE AV . GENEVA AV,-122.4466072,37.72072313
12.02.2015,Thursday,BAYVIEW,1700 Block of INGALLS ST,-122.3847867,37.72813501
12.02.2015,Thursday,BAYVIEW,1700 Block of INGALLS ST,-122.3847867,37.72813501
12.02.2015,Thursday,TENDERLOIN,HYDE ST . TURK ST,-122.4156949,37.7825852
12.02.2015,Thursday,BAYVIEW,600 Block of DEHARO ST,-122.4011919,37.76164282
12.02.2015,Thursday,BAYVIEW,600 Block of DEHARO ST,-122.4011919,37.76164282
12.02.2015,Thursday,PARK,700 Block of STANYAN ST,-122.4531902,37.76778506
12.02.2015,Thursday,SOUTHERN,0 Block of 10TH ST,-122.4172576,37.77626951
12.02.2015,Thursday,CENTRAL,STOCKTON ST . SACRAMENTO ST,-122.4077298,37.7931773
12.02.2015,Thursday,SOUTHERN,700 Block of MARKET ST,-122.4052948,37.78630722
12.02.2015,Thursday,TARAVAL,0 Block of FARALLONES ST,-122.4541184,37.7141452
12.02.2015,Thursday,CENTRAL,500 Block of GEARY ST,-122.4119339,37.78683073
12.02.2015,Thursday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294
12.02.2015,Thursday,NORTHERN,1100 Block of FILLMORE ST,-122.4321162,37.78003044
12.02.2015,Thursday,NORTHERN,1100 Block of FILLMORE ST,-122.4321162,37.78003044
12.02.2015,Thursday,TARAVAL,100 Block of APTOS AV,-122.466758,37.72918458
12.02.2015,Thursday,TARAVAL,100 Block of APTOS AV,-122.466758,37.72918458
12.02.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.02.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.02.2015,Thursday,RICHMOND,400 Block of 31ST AV,-122.4911626,37.78074518
12.02.2015,Thursday,INGLESIDE,0 Block of EDNA ST,-122.4466217,37.72708848
12.02.2015,Thursday,INGLESIDE,0 Block of EDNA ST,-122.4466217,37.72708848
12.02.2015,Thursday,SOUTHERN,1000 Block of HOWARD ST,-122.4090847,37.77813867
12.02.2015,Thursday,TENDERLOIN,MARKET ST . LARKIN ST,-122.4162938,37.77749368
12.02.2015,Thursday,TENDERLOIN,100 Block of EDDY ST,-122.4101571,37.78429738
12.02.2015,Thursday,TENDERLOIN,100 Block of EDDY ST,-122.4101571,37.78429738
12.02.2015,Thursday,MISSION,2000 Block of MARKET ST,-122.4276823,37.7683148
12.02.2015,Thursday,MISSION,2000 Block of MARKET ST,-122.4276823,37.7683148
12.02.2015,Thursday,INGLESIDE,500 Block of ALEMANY BL,-122.4213053,37.73216388
12.02.2015,Thursday,SOUTHERN,7THSTNORTH ST . MARKET ST,-122.4125153,37.78047775
12.02.2015,Thursday,SOUTHERN,7THSTNORTH ST . MARKET ST,-122.4125153,37.78047775
12.02.2015,Thursday,TENDERLOIN,0 Block of MCALLISTER ST,-122.412597,37.78111921
12.02.2015,Thursday,TARAVAL,JUDAH ST . 18TH AV,-122.4759235,37.76174718
12.02.2015,Thursday,CENTRAL,FRANCISCO ST . MASON ST,-122.4134332,37.80468505
12.02.2015,Thursday,INGLESIDE,100 Block of LELAND AV,-122.4061108,37.7120588
12.02.2015,Thursday,MISSION,2500 Block of MISSION ST,-122.4187538,37.75622501
12.02.2015,Thursday,CENTRAL,600 Block of COLUMBUS AV,-122.4105346,37.80061562
12.02.2015,Thursday,CENTRAL,200 Block of POST ST,-122.4060218,37.78864912
12.02.2015,Thursday,BAYVIEW,200 Block of BAY SHORE BL,-122.4047484,37.74401366
12.02.2015,Thursday,NORTHERN,1100 Block of TURK ST,-122.4288404,37.78097273
12.02.2015,Thursday,NORTHERN,1100 Block of TURK ST,-122.4288404,37.78097273
12.02.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.02.2015,Thursday,MISSION,100 Block of EUREKA ST,-122.4381184,37.7598813
12.02.2015,Thursday,CENTRAL,CLAY ST . STOCKTON ST,-122.4079047,37.79405897
12.02.2015,Thursday,TENDERLOIN,100 Block of TURK ST,-122.4116151,37.78316141
12.02.2015,Thursday,TENDERLOIN,100 Block of TURK ST,-122.4116151,37.78316141
12.02.2015,Thursday,NORTHERN,1100 Block of FILLMORE ST,-122.4321162,37.78003044
12.02.2015,Thursday,TENDERLOIN,100 Block of POWELL ST,-122.4080145,37.78595078
12.02.2015,Thursday,TENDERLOIN,100 Block of POWELL ST,-122.4080145,37.78595078
12.02.2015,Thursday,BAYVIEW,0 Block of LUCY ST,-122.3934899,37.73010934
12.02.2015,Thursday,PARK,HAIGHT ST . STANYAN ST,-122.4535346,37.7691663
12.02.2015,Thursday,CENTRAL,1100 Block of BUSH ST,-122.4161992,37.78915877
12.02.2015,Thursday,CENTRAL,1100 Block of BUSH ST,-122.4161992,37.78915877
12.02.2015,Thursday,INGLESIDE,RUSSIA AV . LONDON ST,-122.4363837,37.72121027
12.02.2015,Thursday,SOUTHERN,9TH ST . BRANNAN ST,-122.4070043,37.77004911
12.02.2015,Thursday,RICHMOND,2200 Block of SUTTER ST,-122.4373868,37.78550732
12.02.2015,Thursday,RICHMOND,100 Block of 25TH AV,-122.4851453,37.78666419
12.02.2015,Thursday,INGLESIDE,GENEVA AV . VIENNA ST,-122.4353619,37.71384326
12.02.2015,Thursday,PARK,HAIGHT ST . MASONIC AV,-122.4453468,37.7702082
12.02.2015,Thursday,SOUTHERN,5TH ST . MISSION ST,-122.406482,37.78273179
12.02.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.02.2015,Thursday,TENDERLOIN,0 Block of POWELL ST,-122.4078454,37.78509432
12.02.2015,Thursday,CENTRAL,1100 Block of KEARNY ST,-122.4055511,37.79818208
12.02.2015,Thursday,MISSION,200 Block of DOLORES ST,-122.4266671,37.76598716
12.02.2015,Thursday,BAYVIEW,4500 Block of 3RD ST,-122.3901363,37.73680362
12.02.2015,Thursday,BAYVIEW,4500 Block of 3RD ST,-122.3901363,37.73680362
12.02.2015,Thursday,BAYVIEW,4500 Block of 3RD ST,-122.3901363,37.73680362
12.02.2015,Thursday,BAYVIEW,QUESADA AV . 3RD ST,-122.3912456,37.7332252
12.02.2015,Thursday,SOUTHERN,100 Block of VALENCIA ST,-122.422375,37.7707189
12.02.2015,Thursday,INGLESIDE,700 Block of VIENNA ST,-122.4332943,37.71653994
12.02.2015,Thursday,NORTHERN,1600 Block of GEARY BL,-122.4296293,37.78489667
12.02.2015,Thursday,MISSION,700 Block of VALENCIA ST,-122.4215693,37.76088159
12.02.2015,Thursday,MISSION,700 Block of VALENCIA ST,-122.4215693,37.76088159
12.02.2015,Thursday,PARK,1400 Block of HAIGHT ST,-122.4461656,37.77016118
12.02.2015,Thursday,INGLESIDE,500 Block of PORTOLA DR,-122.451164,37.74556401
12.02.2015,Thursday,RICHMOND,400 Block of 6TH AV,-122.4642799,37.7800333
12.02.2015,Thursday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.02.2015,Thursday,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
12.02.2015,Thursday,BAYVIEW,1200 Block of OAKDALE AV,-122.3830723,37.73055288
12.02.2015,Thursday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336
12.02.2015,Thursday,SOUTHERN,FOLSOM ST . 9TH ST,-122.4116124,37.77376796
12.02.2015,Thursday,NORTHERN,2000 Block of FILBERT ST,-122.433219,37.79827833
12.02.2015,Thursday,SOUTHERN,3RD ST . HARRISON ST,-122.3973888,37.78255435
12.02.2015,Thursday,RICHMOND,12TH AV . GEARY BL,-122.4707177,37.78072236
12.02.2015,Thursday,SOUTHERN,600 Block of MISSION ST,-122.4001018,37.78768989
12.02.2015,Thursday,NORTHERN,1600 Block of LARKIN ST,-122.4194238,37.79304712
12.02.2015,Thursday,SOUTHERN,1600 Block of FOLSOM ST,-122.4154142,37.77026184
12.02.2015,Thursday,SOUTHERN,1000 Block of FOLSOM ST,-122.405834,37.77825481
12.02.2015,Thursday,PARK,BAKER ST . HAYES ST,-122.4411109,37.77456598
12.02.2015,Thursday,CENTRAL,1500 Block of GRANT AV,-122.4076833,37.80078193
12.02.2015,Thursday,CENTRAL,1500 Block of GRANT AV,-122.4076833,37.80078193
12.02.2015,Thursday,CENTRAL,2000 Block of TAYLOR ST,-122.4143782,37.80147261
12.02.2015,Thursday,INGLESIDE,BOSWORTH ST . DIAMOND ST,-122.4341458,37.73355061
12.02.2015,Thursday,PARK,1600 Block of GROVE ST,-122.4437959,37.77524304
12.02.2015,Thursday,PARK,MASONIC AV . WALLER ST,-122.445108,37.76928367
12.02.2015,Thursday,PARK,MASONIC AV . WALLER ST,-122.445108,37.76928367
12.02.2015,Thursday,SOUTHERN,200 Block of FOLSOM ST,-122.3923477,37.78906036
12.02.2015,Thursday,PARK,300 Block of LYON ST,-122.44273,37.77389174
12.02.2015,Thursday,CENTRAL,400 Block of SUTTER ST,-122.4078027,37.78938189
12.02.2015,Thursday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
12.02.2015,Thursday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.02.2015,Thursday,TARAVAL,1500 Block of 19TH AV,-122.4766054,37.75888972
12.02.2015,Thursday,CENTRAL,400 Block of BUSH ST,-122.4051737,37.79056014
12.02.2015,Thursday,TARAVAL,1500 Block of 19TH AV,-122.4766054,37.75888972
12.02.2015,Thursday,CENTRAL,400 Block of BUSH ST,-122.4051737,37.79056014
12.02.2015,Thursday,CENTRAL,400 Block of BUSH ST,-122.4051737,37.79056014
12.02.2015,Thursday,SOUTHERN,200 Block of RHODEISLAND ST,-122.4026758,37.76671554
12.02.2015,Thursday,RICHMOND,300 Block of 27TH AV,-122.4871531,37.78283358
12.02.2015,Thursday,CENTRAL,BAY ST . KEARNY ST,-122.4071493,37.80642673
12.02.2015,Thursday,CENTRAL,500 Block of THE EMBARCADERONORTH ST,-122.3982352,37.8001789
12.02.2015,Thursday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
12.02.2015,Thursday,CENTRAL,KEARNY ST . BAY ST,-122.4071493,37.80642673
12.02.2015,Thursday,RICHMOND,22ND AV . FULTON ST,-122.4809806,37.77271605
12.02.2015,Thursday,BAYVIEW,1400 Block of PHELPS ST,-122.3944389,37.7364439
12.02.2015,Thursday,BAYVIEW,1400 Block of PHELPS ST,-122.3944389,37.7364439
12.02.2015,Thursday,CENTRAL,2200 Block of LEAVENWORTH ST,-122.4177715,37.80150566
12.02.2015,Thursday,CENTRAL,1300 Block of THE EMBARCADERONORTH ST,-122.4043871,37.80607839
12.02.2015,Thursday,INGLESIDE,1400 Block of SILLIMAN ST,-122.4193795,37.72744345
12.02.2015,Thursday,TARAVAL,1800 Block of PACHECO ST,-122.4799683,37.75028947
12.02.2015,Thursday,BAYVIEW,100 Block of BACON ST,-122.4040815,37.72744951
12.02.2015,Thursday,SOUTHERN,0 Block of DORE ST,-122.413046,37.77386178
12.02.2015,Thursday,TARAVAL,36TH AV . KIRKHAM ST,-122.4950817,37.75902634
12.02.2015,Thursday,TENDERLOIN,8TH ST . MARKET ST,-122.4147438,37.77871926
12.02.2015,Thursday,SOUTHERN,0 Block of DORE ST,-122.413046,37.77386178
12.02.2015,Thursday,PARK,2200 Block of HAYES ST,-122.4534813,37.77305287
12.02.2015,Thursday,NORTHERN,1800 Block of POLK ST,-122.4213872,37.79370095
12.02.2015,Thursday,NORTHERN,1800 Block of POLK ST,-122.4213872,37.79370095
12.02.2015,Thursday,SOUTHERN,11TH ST . DIVISION ST,-122.4109328,37.76941138
12.02.2015,Thursday,SOUTHERN,11TH ST . DIVISION ST,-122.4109328,37.76941138
12.02.2015,Thursday,SOUTHERN,11TH ST . DIVISION ST,-122.4109328,37.76941138
12.02.2015,Thursday,SOUTHERN,11TH ST . DIVISION ST,-122.4109328,37.76941138
12.02.2015,Thursday,SOUTHERN,11TH ST . DIVISION ST,-122.4109328,37.76941138
12.02.2015,Thursday,TARAVAL,1600 Block of 36TH AV,-122.4948156,37.75621779
12.02.2015,Thursday,SOUTHERN,11TH ST . DIVISION ST,-122.4109328,37.76941138
12.02.2015,Thursday,SOUTHERN,200 Block of 11TH ST,-122.4146475,37.77244234
12.02.2015,Thursday,RICHMOND,BUSH ST . DIVISADERO ST,-122.4400645,37.78617798
12.02.2015,Thursday,CENTRAL,900 Block of BATTERY ST,-122.4014044,37.79999517
12.02.2015,Thursday,INGLESIDE,700 Block of PORTOLA DR,-122.4537258,37.74422092
12.02.2015,Thursday,TARAVAL,0 Block of RHINE ST,-122.4608929,37.70940103
12.02.2015,Thursday,MISSION,5000 Block of DIAMONDHEIGHTS BL,-122.4427858,37.74660637
12.02.2015,Thursday,MISSION,16TH ST . MISSION ST,-122.4196718,37.76505012
12.02.2015,Thursday,SOUTHERN,13TH ST . MISSION ST,-122.4200102,37.77010993
12.02.2015,Thursday,MISSION,3500 Block of 17TH ST,-122.4251209,37.76315281
12.02.2015,Thursday,RICHMOND,400 Block of 31ST AV,-122.4911626,37.78074518
12.02.2015,Thursday,SOUTHERN,HARRISON ST . 13TH ST,-122.4133885,37.76950065
12.02.2015,Thursday,INGLESIDE,100 Block of JUSTIN DR,-122.4221962,37.73349396
12.02.2015,Thursday,MISSION,16TH ST . MISSION ST,-122.4196718,37.76505012
12.02.2015,Thursday,TARAVAL,2600 Block of 45TH AV,-122.5031525,37.73714861
12.02.2015,Thursday,SOUTHERN,500 Block of HOWARD ST,-122.3970324,37.78782467
12.02.2015,Thursday,MISSION,FOLSOM ST . 14TH ST,-122.4156163,37.76853601
12.02.2015,Thursday,MISSION,FOLSOM ST . 14TH ST,-122.4156163,37.76853601
12.02.2015,Thursday,INGLESIDE,300 Block of NEVADA ST,-122.4114927,37.73757096
12.02.2015,Thursday,PARK,0 Block of VEGA ST,-122.4458936,37.78012429
12.02.2015,Thursday,INGLESIDE,BOSWORTH ST . MISSION ST,-122.426391,37.73367492
12.02.2015,Thursday,RICHMOND,LAKE ST . 12TH AV,-122.4711138,37.78638543
12.02.2015,Thursday,CENTRAL,JACKSON ST . DRUMM ST,-122.397141,37.79724323
12.02.2015,Thursday,MISSION,16TH ST . FLORIDA ST,-122.4114562,37.76554898
12.02.2015,Thursday,MISSION,23RD ST . MISSION ST,-122.4185967,37.7538382
12.02.2015,Thursday,TARAVAL,0 Block of BRIGHTON AV,-122.4551841,37.71915344
12.02.2015,Thursday,SOUTHERN,1100 Block of MISSION ST,-122.4127367,37.77771244
12.02.2015,Thursday,NORTHERN,300 Block of WEBSTER ST,-122.4290177,37.77373225
12.02.2015,Thursday,BAYVIEW,300 Block of BURROWS ST,-122.4066029,37.72823663
12.02.2015,Thursday,BAYVIEW,1400 Block of VANDYKE AV,-122.3895881,37.72762656
12.02.2015,Thursday,TARAVAL,1600 Block of HOLLOWAY AV,-122.4782782,37.72094516
12.02.2015,Thursday,TARAVAL,1600 Block of HOLLOWAY AV,-122.4782782,37.72094516
12.02.2015,Thursday,BAYVIEW,2000 Block of EVANS AV,-122.3963156,37.74781136
12.02.2015,Thursday,BAYVIEW,1400 Block of VANDYKE AV,-122.3895881,37.72762656
12.02.2015,Thursday,MISSION,1000 Block of HAMPSHIRE ST,-122.4074548,37.75529635
12.02.2015,Thursday,PARK,ASHBURY ST . CLIFFORD TR,-122.4460749,37.76418588
12.02.2015,Thursday,PARK,ASHBURY ST . CLIFFORD TR,-122.4460749,37.76418588
12.02.2015,Thursday,PARK,ASHBURY ST . CLIFFORD TR,-122.4460749,37.76418588
12.02.2015,Thursday,PARK,ASHBURY ST . CLIFFORD TR,-122.4460749,37.76418588
12.02.2015,Thursday,RICHMOND,500 Block of 9TH AV,-122.4672168,37.77800214
12.02.2015,Thursday,RICHMOND,500 Block of 9TH AV,-122.4672168,37.77800214
12.02.2015,Thursday,RICHMOND,500 Block of 9TH AV,-122.4672168,37.77800214
12.02.2015,Thursday,RICHMOND,500 Block of 9TH AV,-122.4672168,37.77800214
12.02.2015,Thursday,RICHMOND,500 Block of 9TH AV,-122.4672168,37.77800214
12.02.2015,Thursday,SOUTHERN,1500 Block of MARKET ST,-122.4196667,37.77468233
12.02.2015,Thursday,INGLESIDE,300 Block of WILDE AV,-122.4036946,37.71680871
12.02.2015,Thursday,MISSION,3800 Block of 23RD ST,-122.4284582,37.75329444
12.02.2015,Thursday,SOUTHERN,0 Block of ESSEX ST,-122.3950625,37.78599306
